IPDR_ID,Session_Date,Session_Start_Time,Subscriber_IMSI,Subscriber_MSISDN,Device_IMEI,Source_IP_Address,Destination_IP_Address,Destination_Port,Cell_Global_ID,Session_Duration_Seconds
IPDR202600138127,2025-02-21,23:08:08,404533196103770,+917483291711,359442632650801,10.120.63.47,203.0.113.216,443,404-45-423-958,34
IPDR202600138157,2025-11-15,21:39:31,404389859076199,+917626526174,357601285089590,10.238.63.50,203.0.113.11,443,404-45-223-254,3
IPDR202600138162,2025-06-05,15:48:27,404155664099733,+919139282580,353108189077082,10.125.215.5,198.51.100.214,443,404-45-266-820,8
IPDR202600138163,2025-07-30,13:10:05,404055989314560,+919708813337,354685578867890,10.47.54.74,203.0.113.242,80,404-45-785-498,1
IPDR202600138206,2025-11-05,01:45:38,404989047242809,+919853477736,353746161818759,10.123.242.251,203.0.113.51,53,404-45-158-984,6
IPDR202600138213,2025-05-24,11:15:00,404010972084597,+917691728825,357918586892171,10.96.97.128,203.0.113.63,443,404-45-652-774,28
IPDR202600138263,2025-09-29,17:12:12,404012136241826,+919835720801,358569068718402,10.124.79.97,198.51.100.41,5228,404-45-995-946,20
IPDR202600138281,2025-05-17,03:07:45,404988208838617,+919108248045,356935287698936,10.233.176.54,198.51.100.48,443,404-45-984-747,6
IPDR202600138293,2025-06-25,03:21:57,404448084740171,+919886214499,359017324241386,10.226.131.146,203.0.113.222,443,404-45-235-741,12
IPDR202600138295,2025-12-15,00:52:34,404761722815994,+918376141885,352911479621044,10.209.191.243,198.51.100.64,443,404-45-505-906,9
IPDR202600138334,2025-11-29,18:30:32,404404456173393,+917283986142,358691735314663,10.107.185.214,203.0.113.116,53,404-45-652-774,1
IPDR202600138363,2025-06-29,18:50:45,404112647907407,+916576264669,353380900863004,10.57.251.44,198.51.100.58,443,404-45-173-624,50
IPDR202600138383,2025-03-21,16:03:48,404874096890488,+918154821875,353383599108453,10.210.169.77,198.51.100.198,443,404-45-308-704,21
IPDR202600138431,2025-06-15,03:40:29,404937076872196,+917108246205,359329111794583,10.194.172.8,203.0.113.218,443,404-45-174-010,5
IPDR202600138434,2025-10-13,19:34:33,404249082709433,+917926205514,357716154270861,10.201.255.125,203.0.113.42,53,404-45-338-518,3
IPDR202600138489,2025-01-04,07:16:34,404004706422918,+919716537585,356283129949916,10.47.50.114,198.51.100.105,8443,404-45-718-271,28
IPDR202600138500,2025-08-19,18:16:07,404876026850785,+916503870964,357154294894431,10.6.146.231,203.0.113.244,123,404-45-243-433,17
IPDR202600138501,2025-07-21,22:10:09,404766757077546,+917607617556,359430394663120,10.47.137.74,203.0.113.23,8443,404-45-243-433,8
IPDR202600138509,2025-06-04,12:56:44,404168341942961,+916768547198,352284718686872,10.0.48.55,198.51.100.135,5228,404-45-619-624,25
IPDR202600138524,2025-05-09,22:43:46,404434289472964,+917050477573,358822575952937,10.15.50.115,203.0.113.119,443,404-45-691-197,8
IPDR202600138531,2025-05-11,17:07:27,404356190050468,+919270308026,351038295157421,10.123.158.161,198.51.100.18,443,404-45-716-028,50
IPDR202600138537,2025-12-05,10:18:49,404865607529925,+917012209135,352578202241013,10.42.198.251,203.0.113.150,443,404-45-966-053,7
IPDR202600138552,2025-01-23,23:40:39,404564941936969,+916027901336,350504391016090,10.251.127.177,198.51.100.21,123,404-45-415-374,18
IPDR202600138581,2025-08-30,03:06:28,404068601117366,+919919150534,351169267355050,10.201.137.198,203.0.113.218,443,404-45-619-624,11
IPDR202600138582,2025-09-30,03:35:09,404201102655965,+917973688976,352680128559087,10.22.169.174,198.51.100.181,8443,404-45-749-874,12
IPDR202600138588,2025-01-15,08:17:24,404747526344556,+918697579299,355305181858941,10.13.131.243,203.0.113.39,443,404-45-641-258,15
IPDR202600138594,2025-11-25,03:11:28,404189243514557,+918297054576,352186354717997,10.250.175.195,203.0.113.160,443,404-45-355-683,24
IPDR202600138596,2025-02-04,18:17:24,404209807041905,+919828369317,356698355620429,10.174.245.161,203.0.113.28,443,404-45-108-684,4
IPDR202600138598,2025-09-12,23:05:14,404854898768103,+916793257571,351264296331890,10.210.222.17,198.51.100.17,5228,404-45-818-559,28
IPDR202600138602,2025-06-28,19:08:06,404187937931850,+919665809248,358919138781929,10.148.128.100,203.0.113.18,8080,404-45-881-345,6
IPDR202600138627,2025-05-18,04:18:27,404249164410484,+919413197520,355417626580271,10.168.132.166,203.0.113.112,53,404-45-796-739,8
IPDR202600138644,2025-09-11,07:12:20,404082752725351,+919900586055,353892359151229,10.146.126.75,198.51.100.23,53,404-45-107-073,12
IPDR202600138661,2025-12-11,11:34:29,404866060494198,+916604663553,350843090361211,10.85.243.171,203.0.113.155,5228,404-45-158-052,11
IPDR202600138685,2025-01-30,12:59:10,404462107475566,+918589139251,355452501664423,10.80.164.105,203.0.113.118,80,404-45-287-286,4
IPDR202600138689,2025-12-20,02:03:53,404943334689829,+919110658785,359227898642616,10.182.48.250,198.51.100.132,443,404-45-801-333,11
IPDR202600138691,2025-06-02,12:34:29,404995404914739,+917842720451,354654089540237,10.43.21.148,198.51.100.247,123,404-45-174-010,31
IPDR202600138696,2025-11-26,11:32:03,404204661026618,+916117737375,352917292231531,10.215.52.137,203.0.113.163,80,404-45-516-195,12
IPDR202600138698,2025-04-21,16:43:12,404320935116940,+916305675757,351462435223363,10.64.255.56,198.51.100.203,443,404-45-235-741,19
IPDR202600138712,2025-11-17,16:07:56,404188477093271,+917194014111,354791354639833,10.206.174.115,203.0.113.94,443,404-45-471-900,8
IPDR202600138735,2025-05-16,08:08:48,404824404824299,+918226053249,359840975438604,10.227.171.143,198.51.100.216,123,404-45-160-169,4
IPDR202600138740,2025-06-19,22:06:11,404296529625618,+918875844526,350218892558653,10.147.221.147,203.0.113.90,5228,404-45-749-874,7
IPDR202600138767,2025-06-28,12:48:23,404626996628807,+918130444799,356707391539797,10.105.218.77,198.51.100.253,443,404-45-414-246,4
IPDR202600138768,2025-09-09,21:22:59,404633999864900,+919821913431,351402629214174,10.231.32.113,198.51.100.23,443,404-45-325-460,2
IPDR202600138776,2025-03-21,17:26:08,404228085354947,+918348348522,353109453223983,10.151.231.168,198.51.100.127,123,404-45-697-409,13
IPDR202600138811,2025-07-08,23:00:42,404403124328809,+916441047693,356044295639635,10.232.254.21,198.51.100.108,443,404-45-573-256,78
IPDR202600138836,2025-11-30,14:44:53,404204430249930,+916324219528,357233498648717,10.26.68.200,198.51.100.225,443,404-45-597-493,43
IPDR202600138840,2025-09-14,04:38:38,404038018759597,+919313564870,351749209263398,10.209.122.111,203.0.113.224,5228,404-45-835-499,37
IPDR202600138850,2025-11-18,09:30:54,404630342360375,+916113148304,355106872697450,10.212.222.9,198.51.100.120,443,404-45-926-045,78
IPDR202600138857,2025-07-05,00:53:33,404866060494198,+916604663553,350843090361211,10.75.136.15,203.0.113.168,80,404-45-314-687,22
IPDR202600138883,2025-08-04,02:47:54,404176648155085,+918699860828,356695365403140,10.29.246.231,203.0.113.43,443,404-45-304-837,8
IPDR202600138918,2025-11-27,14:25:52,404300872219888,+919905994929,350330398576035,10.53.218.144,203.0.113.13,80,404-45-374-068,6
IPDR202600138927,2025-04-18,20:59:23,404893734575264,+919883003120,351955331505070,10.153.185.22,203.0.113.238,80,404-45-614-942,46
IPDR202600138939,2025-11-17,16:04:01,404188477093271,+917194014111,354791354639833,10.49.23.84,198.51.100.178,8080,404-45-471-900,6
IPDR202600138946,2025-12-17,13:44:33,404023156221920,+919326665043,350074729682698,10.24.125.147,203.0.113.6,123,404-45-294-304,8
IPDR202600138966,2025-05-25,18:49:40,404557011746644,+917440187369,358218147722599,10.166.111.119,203.0.113.218,53,404-45-473-167,13
IPDR202600138977,2025-11-28,22:47:07,404778581566861,+919285621806,352768920226468,10.132.101.27,198.51.100.110,8443,404-45-951-827,36
IPDR202600138993,2025-11-05,14:55:13,404185534368252,+918761259355,353132251803029,10.96.150.51,198.51.100.26,123,404-45-319-553,16
IPDR202600138995,2025-04-24,03:07:09,404773058174668,+917310983111,350742010959527,10.10.253.127,203.0.113.69,123,404-45-848-803,19
IPDR202600139003,2025-07-25,17:03:42,404065397527837,+916972278837,356396448030133,10.138.32.216,203.0.113.69,443,404-45-325-460,10
IPDR202600139151,2025-06-05,12:23:13,404288622216788,+919295723538,356077232226667,10.249.238.82,203.0.113.48,80,404-45-214-078,13
IPDR202600139154,2025-05-20,21:07:32,404677629148008,+919588842627,351484053636658,10.207.159.225,198.51.100.211,443,404-45-683-253,28
IPDR202600139161,2025-07-15,17:37:52,404104437572223,+918380448295,350470373479538,10.162.86.200,203.0.113.187,443,404-45-223-254,9
IPDR202600139203,2025-09-06,04:50:01,404211740551880,+919907299355,351040218832629,10.128.52.162,203.0.113.133,53,404-45-508-688,25
IPDR202600139209,2025-01-24,09:07:54,404851434879460,+918133493776,357292330025722,10.163.173.20,203.0.113.133,80,404-45-985-411,2
IPDR202600139241,2025-07-19,20:25:50,404426577272797,+918179229014,353309923582225,10.15.73.46,203.0.113.124,80,404-45-629-463,10
IPDR202600139262,2025-03-12,11:24:09,404843385427228,+917944250166,358324847830987,10.45.178.64,203.0.113.106,80,404-45-773-598,11
IPDR202600139281,2025-06-01,11:50:55,404547143300286,+916187949263,355413855407668,10.153.250.42,203.0.113.132,443,404-45-162-413,23
IPDR202600139302,2025-01-18,06:38:30,404198680212604,+919844751948,354516338431438,10.241.189.2,203.0.113.23,443,404-45-906-719,1
IPDR202600139383,2025-06-18,17:15:14,404049099115725,+918101927440,354411463592849,10.16.208.201,198.51.100.133,123,404-45-646-747,9
IPDR202600139456,2025-02-13,09:53:06,404767944169204,+918236349159,359544269880685,10.118.190.217,198.51.100.116,443,404-45-693-754,28
IPDR202600139468,2025-08-15,06:16:27,404139802471292,+916644086226,351990294831756,10.169.186.164,203.0.113.171,8080,404-45-505-906,17
IPDR202600139477,2025-05-19,05:25:18,404245556217118,+916720582936,353140537561877,10.35.24.244,198.51.100.168,80,404-45-242-253,14
IPDR202600139482,2025-06-15,03:47:47,404937076872196,+917108246205,359329111794583,10.235.78.112,198.51.100.188,80,404-45-703-285,34
IPDR202600139485,2025-08-03,23:51:39,404661413743904,+919033717029,350660517968615,10.108.147.107,198.51.100.250,53,404-45-830-320,24
IPDR202600139487,2025-02-13,01:23:11,404850278278713,+917627570441,350954407652124,10.134.73.86,203.0.113.128,80,404-45-102-400,8
IPDR202600139499,2025-06-26,05:31:41,404884181807490,+919712276284,353418489915238,10.0.23.230,203.0.113.105,80,404-45-423-958,26
IPDR202600139501,2025-08-25,09:19:29,404158656644324,+917502872295,350833486842686,10.8.68.18,198.51.100.119,53,404-45-180-088,25
IPDR202600139538,2025-09-18,15:52:49,404999689122226,+918973195156,351380920003013,10.24.198.205,198.51.100.219,80,404-45-767-554,43
IPDR202600139549,2025-06-24,06:38:49,404108331135991,+917123640419,352098794969779,10.163.204.148,203.0.113.148,8080,404-45-223-254,2
IPDR202600139558,2025-01-19,23:46:23,404058285829410,+918281664145,355374301490384,10.73.103.197,198.51.100.126,443,404-45-839-897,4
IPDR202600139561,2025-10-23,04:32:23,404931840158295,+918495193926,355116548176908,10.167.149.178,203.0.113.231,443,404-45-848-803,63
IPDR202600139566,2025-07-07,10:41:23,404629155111579,+916356442533,359956570026559,10.240.143.188,203.0.113.245,443,404-45-698-489,6
IPDR202600139586,2025-11-25,08:51:48,404851572477207,+918434942218,352079025471309,10.251.219.59,198.51.100.44,80,404-45-470-225,9
IPDR202600139637,2025-07-14,10:47:38,404997287147467,+916560482207,351784705156675,10.231.18.184,203.0.113.216,80,404-45-735-768,7
IPDR202600139664,2025-02-08,09:19:51,404743061703979,+918237364606,355505227402595,10.93.82.85,198.51.100.7,443,404-45-230-043,58
IPDR202600139668,2025-08-06,11:57:22,404115638612281,+918097093835,353859935820249,10.141.239.144,203.0.113.244,443,404-45-199-368,65
IPDR202600139681,2025-08-26,10:29:02,404110421904781,+918421572523,354322179902977,10.85.133.147,203.0.113.150,443,404-45-208-892,13
IPDR202600139701,2025-11-12,09:23:20,404564941936969,+916027901336,359115177325864,10.208.89.193,198.51.100.110,8080,404-45-106-778,5
IPDR202600139728,2025-12-26,04:38:33,404218645545408,+919530476674,356094741788248,10.253.214.79,198.51.100.105,443,404-45-814-433,8
IPDR202600139774,2025-08-25,15:57:25,404431585257385,+919451570393,356803978871410,10.106.16.170,203.0.113.189,80,404-45-897-945,6
IPDR202600139855,2025-09-27,18:19:09,404329027481886,+918036036478,350598031580616,10.172.169.129,198.51.100.25,443,404-45-180-088,8
IPDR202600139907,2025-07-22,19:04:12,404863497884735,+917346187234,355174632162189,10.172.57.2,198.51.100.37,443,404-45-620-083,2
IPDR202600139910,2025-06-16,11:09:40,404577669055989,+916125151698,350874703867861,10.131.196.246,198.51.100.194,80,404-45-522-026,7
IPDR202600139917,2025-01-18,00:56:32,404756864543641,+916129415368,356562168949765,10.184.127.226,198.51.100.252,53,404-45-646-747,11
IPDR202600139992,2025-02-23,14:31:21,404131844294062,+917962085136,359170817275275,10.99.174.10,198.51.100.159,443,404-45-508-688,9
IPDR202600139993,2025-04-20,15:44:41,404875113159013,+919063742023,350896219297089,10.128.144.171,203.0.113.11,443,404-45-180-088,33
IPDR202600140001,2025-08-03,20:02:02,404438187245563,+917895908333,356591592971280,10.38.207.217,203.0.113.251,443,404-45-314-687,13
IPDR202600140015,2025-02-26,13:34:45,404440937588251,+918582326746,356368539538446,10.131.192.92,198.51.100.142,8080,404-45-995-946,13
IPDR202600140027,2025-08-29,21:44:16,404716409095416,+919219288173,352766471934360,10.164.22.216,198.51.100.35,443,404-45-230-043,57
IPDR202600140028,2025-09-01,07:31:34,404248219280678,+918741500918,351978443987371,10.245.42.125,203.0.113.167,8080,404-45-181-876,11
IPDR202600140044,2025-05-30,10:47:24,404094860542871,+919039277879,350339586655761,10.97.37.60,203.0.113.170,443,404-45-374-068,1
IPDR202600140079,2025-01-13,14:32:27,404260239063110,+917173526045,353966197190675,10.20.63.100,198.51.100.117,123,404-45-854-105,4
IPDR202600140088,2025-05-02,14:38:03,404630342360375,+916113148304,355106872697450,10.206.198.61,203.0.113.45,80,404-45-703-285,14
IPDR202600140103,2025-03-15,20:56:03,404281537805585,+916213343596,359075711559117,10.71.1.133,198.51.100.249,443,404-45-891-297,2
IPDR202600140160,2025-01-01,23:28:06,404866456912658,+919881584632,351591454349197,10.206.7.82,203.0.113.142,443,404-45-835-499,33
IPDR202600140177,2025-07-16,12:33:45,404281537805585,+916213343596,359075711559117,10.167.31.164,198.51.100.90,53,404-45-195-949,2
IPDR202600140219,2025-08-09,00:17:48,404607355541444,+916439196676,352188310371275,10.113.11.135,203.0.113.57,53,404-45-342-886,43
IPDR202600140221,2025-02-08,09:36:56,404799023279191,+917309300510,356348988710341,10.152.95.88,203.0.113.87,443,404-45-448-285,22
IPDR202600140268,2025-05-15,01:49:41,404532777429085,+918308876815,356191787627590,10.252.231.164,198.51.100.106,443,404-45-755-705,28
IPDR202600140293,2025-11-18,17:40:50,404108331135991,+917123640419,352098794969779,10.27.21.5,203.0.113.99,80,404-45-294-304,49
IPDR202600140306,2025-04-22,13:48:23,404346110155635,+918428693441,355146295612850,10.6.165.140,203.0.113.120,443,404-45-949-644,13
IPDR202600140319,2025-04-09,22:14:38,404637821954901,+919331197309,352496092103518,10.40.243.146,203.0.113.197,80,404-45-441-790,4
IPDR202600140343,2025-11-04,14:53:55,404943515003843,+918160543442,354513041733219,10.78.182.112,203.0.113.69,443,404-45-334-070,55
IPDR202600140359,2025-07-08,08:20:57,404986672381116,+917734182528,353749513403581,10.250.148.42,203.0.113.29,123,404-45-505-906,5
IPDR202600140379,2025-09-10,19:40:22,404357303853692,+916267473352,358761397758769,10.238.52.110,203.0.113.233,8443,404-45-522-026,15
IPDR202600140405,2025-05-22,06:59:50,404447625383915,+918746005815,354623710031534,10.175.195.43,198.51.100.164,80,404-45-718-271,11
IPDR202600140406,2025-07-06,12:49:10,404924243620528,+916858960592,350272287138525,10.233.241.209,203.0.113.154,443,404-45-830-320,35
IPDR202600140410,2025-09-29,01:41:01,404781330809704,+918641087153,355254101198984,10.71.90.246,198.51.100.63,8080,404-45-520-479,16
IPDR202600140420,2025-03-18,04:27:18,404777336164652,+918160820437,353002529142391,10.198.250.13,203.0.113.130,8443,404-45-367-210,10
IPDR202600140430,2025-10-24,10:21:50,404924035669096,+919897061220,352413649482941,10.174.105.106,203.0.113.186,443,404-45-376-948,26
IPDR202600140432,2025-07-06,13:51:34,404743399465299,+916246610038,354134062601246,10.46.173.77,198.51.100.95,443,404-45-328-143,13
IPDR202600140454,2025-02-20,02:31:24,404187973034027,+919761743248,358668876741712,10.60.67.146,203.0.113.226,443,404-45-854-105,82
IPDR202600140463,2025-04-25,16:21:39,404218645545408,+919530476674,357650585192968,10.222.93.101,203.0.113.75,53,404-45-680-898,8
IPDR202600140479,2025-12-18,21:28:50,404191767833870,+918579171918,350537794560575,10.204.115.91,198.51.100.197,443,404-45-315-699,3
IPDR202600140498,2025-05-29,02:48:57,404824972666194,+917433422977,350643031565003,10.106.131.87,198.51.100.165,443,404-45-771-512,4
IPDR202600140512,2025-08-07,21:25:51,404153581283496,+919025406627,352769335518903,10.238.207.141,198.51.100.37,80,404-45-911-697,8
IPDR202600140525,2025-09-23,10:07:10,404029477845975,+919316737376,353027003969706,10.8.4.232,203.0.113.198,80,404-45-878-546,11
IPDR202600140536,2025-12-25,14:59:53,404523052985527,+919966441687,355324421848994,10.55.207.91,203.0.113.120,5228,404-45-473-167,4
IPDR202600140574,2025-12-01,14:47:06,404591100185168,+917375204266,352649383236383,10.72.79.199,203.0.113.170,443,404-45-494-391,27
IPDR202600140577,2025-12-05,07:39:02,404584472952835,+919163474807,357352703018696,10.194.84.85,203.0.113.171,443,404-45-130-096,17
IPDR202600140667,2025-07-01,03:04:04,404675056171721,+918041369622,353224482035570,10.16.59.123,203.0.113.209,53,404-45-508-688,6
IPDR202600140696,2025-08-06,06:22:48,404648762686641,+917293592384,356186013792860,10.229.167.59,198.51.100.90,443,404-45-491-894,3
IPDR202600140749,2025-04-26,17:43:35,404185534368252,+918761259355,353132251803029,10.53.212.246,198.51.100.24,5228,404-45-552-565,48
IPDR202600140804,2025-04-14,06:52:21,404826103490539,+918717621688,353063763312791,10.10.131.125,203.0.113.76,443,404-45-470-225,3
IPDR202600140807,2025-07-30,09:01:08,404963045049213,+918370544176,353377459547785,10.49.247.51,198.51.100.142,443,404-45-520-479,6
IPDR202600140842,2025-09-29,18:29:03,404898124736120,+919855356152,357894467907132,10.233.164.219,198.51.100.55,443,404-45-552-565,3
IPDR202600140847,2025-05-13,06:25:11,404875113159013,+919063742023,350896219297089,10.152.113.72,203.0.113.235,53,404-45-195-949,69
IPDR202600140923,2025-04-08,15:27:32,404953618138388,+916575518584,357584245381199,10.234.38.97,198.51.100.157,80,404-45-773-598,22
IPDR202600140931,2025-02-03,04:59:02,404788042294923,+918476994001,353827064236125,10.169.203.240,198.51.100.90,443,404-45-710-066,20
IPDR202600140936,2025-06-12,16:42:24,404054730595033,+917297744721,352610816260974,10.160.168.139,203.0.113.130,443,404-45-357-928,13
IPDR202600140973,2025-07-14,13:52:02,404198544869698,+917776631300,353663425013585,10.138.199.210,203.0.113.139,8443,404-45-204-095,13
IPDR202600140985,2025-10-09,05:42:10,404896104187648,+919985306500,359026709068948,10.142.26.126,198.51.100.192,443,404-45-489-285,36
IPDR202600140990,2025-10-09,04:19:58,404957154386329,+918799376735,356457613269208,10.215.154.232,198.51.100.140,443,404-45-678-536,8
IPDR202600140999,2025-09-01,07:27:53,404248219280678,+918741500918,351978443987371,10.93.34.137,203.0.113.13,80,404-45-181-876,69
IPDR202600141024,2025-08-29,07:17:26,404897301158974,+918535225459,350409069241202,10.250.136.194,198.51.100.251,443,404-45-371-541,3
IPDR202600141027,2025-07-13,20:06:51,404750997518237,+916015450890,359822844509046,10.57.16.208,203.0.113.158,53,404-45-223-254,14
IPDR202600141069,2025-06-17,02:47:05,404126273489438,+917484744160,357088025662916,10.235.213.114,198.51.100.234,80,404-45-170-610,24
IPDR202600141091,2025-07-18,01:33:03,404139508483753,+916108198417,356196011798540,10.246.160.156,198.51.100.7,80,404-45-801-333,12
IPDR202600141125,2025-01-13,11:22:50,404734933003080,+919692416168,353043476314577,10.109.91.68,198.51.100.140,443,404-45-371-406,8
IPDR202600141129,2025-02-02,14:07:55,404893788173918,+917367096138,358491033763340,10.206.178.177,203.0.113.213,443,404-45-796-739,24
IPDR202600141133,2025-12-06,04:49:13,404954624643203,+919292026084,355606131212252,10.216.41.215,203.0.113.21,443,404-45-584-827,3
IPDR202600141139,2025-06-20,19:24:43,404999139484040,+917000470076,353462981428845,10.171.75.151,203.0.113.253,123,404-45-146-678,9
IPDR202600141142,2025-04-04,13:31:59,404066293801338,+917406816029,359030652513863,10.109.51.72,198.51.100.69,80,404-45-328-143,23
IPDR202600141147,2025-07-26,12:19:34,404414351089941,+919866647096,352840301991193,10.249.231.92,203.0.113.64,443,404-45-949-644,36
IPDR202600141151,2025-03-28,14:13:17,404338250473223,+919030219049,351162088177423,10.252.68.27,198.51.100.5,8080,404-45-270-417,3
IPDR202600141173,2025-06-03,16:22:51,404634145303106,+919520134074,353391215714902,10.194.20.126,198.51.100.237,53,404-45-487-081,12
IPDR202600141192,2025-05-05,04:30:10,404356067612154,+919075161331,350210830750689,10.42.88.241,203.0.113.33,443,404-45-902-804,12
IPDR202600141193,2025-07-13,19:43:46,404750997518237,+916015450890,359822844509046,10.68.178.31,198.51.100.138,443,404-45-223-254,15
IPDR202600141201,2025-05-19,21:50:28,404585317625880,+916162288887,350102977493890,10.80.13.82,203.0.113.188,443,404-45-915-996,14
IPDR202600141225,2025-09-26,23:31:23,404824320919838,+917021122163,359104444142723,10.78.114.172,198.51.100.16,53,404-45-641-258,26
IPDR202600141274,2025-05-02,22:45:23,404775867779992,+917139435997,353641324305350,10.58.226.222,203.0.113.217,80,404-45-821-072,12
IPDR202600141292,2025-11-09,01:42:20,404838406043720,+916054681044,357039575775504,10.27.222.148,203.0.113.151,123,404-45-565-293,18
IPDR202600141315,2025-12-16,08:21:11,404118234541364,+918061588925,351517536665007,10.248.121.114,198.51.100.49,443,404-45-448-285,2
IPDR202600141316,2025-07-13,06:16:04,404584975161730,+917802076353,350509955290880,10.144.20.229,198.51.100.81,443,404-45-897-945,16
IPDR202600141329,2025-07-11,11:24:07,404381162084636,+918588871993,358265936599061,10.88.101.176,198.51.100.227,80,404-45-726-827,13
IPDR202600141365,2025-01-29,01:52:36,404951226980712,+916736354988,356681775483909,10.161.107.16,203.0.113.169,443,404-45-597-493,26
IPDR202600141370,2025-02-26,04:31:49,404154482215863,+918424562082,354757642707793,10.220.44.231,198.51.100.158,443,404-45-769-542,11
IPDR202600141385,2025-06-27,12:54:44,404164474702690,+917568185596,353176539320500,10.205.142.235,203.0.113.127,80,404-45-612-781,10
IPDR202600141400,2025-03-19,10:40:40,404118394307607,+918531346220,353235689793281,10.63.216.114,198.51.100.51,80,404-45-173-624,3
IPDR202600141401,2025-01-14,22:25:28,404456640795112,+918003449028,351564374426692,10.94.194.127,198.51.100.6,443,404-45-619-624,83
IPDR202600141406,2025-04-16,12:19:05,404745531916139,+919910179369,357100856031759,10.204.164.2,198.51.100.13,8080,404-45-158-984,49
IPDR202600141421,2025-04-15,15:22:08,404007975713665,+916095157409,359795511387166,10.87.207.93,198.51.100.25,443,404-45-505-906,4
IPDR202600141445,2025-01-28,00:53:49,404683508287547,+917011437731,359833418159000,10.88.80.107,198.51.100.137,443,404-45-985-411,6
IPDR202600141484,2025-03-02,01:56:50,404344844040211,+919550912435,355286384029220,10.113.77.115,203.0.113.148,53,404-45-801-333,11
IPDR202600141498,2025-04-22,05:28:42,404504327748677,+919256264316,356164543648007,10.60.55.226,203.0.113.73,80,404-45-371-541,33
IPDR202600141524,2025-12-18,01:13:10,404966158185487,+919854398841,352788804979111,10.118.222.95,198.51.100.231,443,404-45-322-992,141
IPDR202600141527,2025-06-05,12:40:47,404288622216788,+919295723538,356077232226667,10.249.76.228,203.0.113.153,443,404-45-471-900,6
IPDR202600141540,2025-06-13,02:48:52,404717231005437,+918270857685,358524930868103,10.7.252.65,198.51.100.16,53,404-45-553-828,2
IPDR202600141560,2025-09-22,01:17:29,404410614310106,+917215930461,354423306457496,10.172.130.193,203.0.113.120,443,404-45-231-676,23
IPDR202600141573,2025-05-04,15:21:33,404480361460623,+916659342899,352618857427649,10.108.125.159,203.0.113.127,443,404-45-287-286,8
IPDR202600141599,2025-10-23,06:00:17,404773058174668,+917310983111,350742010959527,10.226.20.98,203.0.113.235,80,404-45-999-581,8
IPDR202600141630,2025-07-29,03:56:26,404867633302896,+917694786829,356062867456634,10.148.102.52,198.51.100.247,443,404-45-314-687,6
IPDR202600141647,2025-04-21,16:06:31,404964747345476,+919976782155,358908149840555,10.3.244.189,203.0.113.150,80,404-45-619-624,7
IPDR202600141648,2025-12-31,10:48:42,404062592728420,+916499593430,357341630084638,10.251.224.174,203.0.113.58,443,404-45-901-954,73
IPDR202600141666,2025-04-02,17:31:18,404686968666353,+916420902003,353740598937088,10.158.216.78,203.0.113.178,443,404-45-961-655,11
IPDR202600141718,2025-08-02,11:16:18,404078308997938,+917896773158,358412934771356,10.52.10.84,198.51.100.160,443,404-45-270-417,2
IPDR202600141724,2025-10-20,05:42:17,404928533489829,+916405134888,357856220782707,10.158.39.189,203.0.113.212,443,404-45-571-359,5
IPDR202600141726,2025-06-19,08:27:13,404978527129041,+919910472084,350853413913859,10.24.202.131,198.51.100.183,5228,404-45-287-286,26
IPDR202600141747,2025-05-04,00:12:50,404315360002053,+919094815578,359893604099567,10.151.247.34,198.51.100.127,8080,404-45-261-449,17
IPDR202600141786,2025-12-02,09:33:46,404073473792885,+916948757738,359376950159711,10.194.42.209,198.51.100.212,443,404-45-605-094,3
IPDR202600141833,2025-08-04,00:41:45,404507034969555,+919287679663,352268771694615,10.74.111.81,203.0.113.162,443,404-45-181-876,12
IPDR202600141840,2025-07-21,19:40:52,404689500632924,+918520356001,358368017866106,10.15.47.249,203.0.113.172,443,404-45-839-897,11
IPDR202600141860,2025-10-27,21:54:46,404897358560463,+916423394663,358590262957590,10.88.59.138,203.0.113.254,443,404-45-338-518,43
IPDR202600141861,2025-04-19,14:41:15,404185534368252,+918761259355,353132251803029,10.99.252.171,198.51.100.253,443,404-45-981-113,23
IPDR202600141886,2025-01-31,00:45:54,404559483795776,+917715450816,350885665599265,10.186.252.81,203.0.113.27,53,404-45-880-166,22
IPDR202600141938,2025-12-20,19:40:53,404289699415715,+919509967774,351259704035406,10.129.158.71,198.51.100.218,123,404-45-779-107,58
IPDR202600141956,2025-11-14,16:06:11,404815761597949,+917409657381,353510738135464,10.247.55.88,198.51.100.105,53,404-45-961-655,12
IPDR202600141980,2025-03-17,06:50:20,404313833588735,+916768200913,353694004035084,10.97.225.249,198.51.100.113,443,404-45-231-676,8
IPDR202600141984,2025-12-12,08:28:37,404073846799198,+919272145577,354859186804604,10.131.81.132,203.0.113.156,53,404-45-847-707,34
IPDR202600141999,2025-12-21,06:06:32,404530150497959,+917103776964,353207339910650,10.134.73.235,203.0.113.45,80,404-45-719-216,7
IPDR202600142005,2025-12-25,13:30:22,404157907421050,+918059464816,355185824360120,10.3.247.138,203.0.113.59,443,404-45-935-071,6
IPDR202600142015,2025-03-17,22:43:51,404874662606356,+918576831931,354670184733650,10.26.4.152,203.0.113.40,8443,404-45-987-104,9
IPDR202600142026,2025-10-21,06:25:13,404010972084597,+917691728825,357918586892171,10.186.157.22,198.51.100.186,5228,404-45-322-992,12
